"","fecha","rank","artista","cancion"
"11953",2019-12-28,53,"Jonas Brothers","Graveyard"
"11954",2019-12-28,54,"Harry Styles","Like It's Christmas"
"11955",2019-12-28,55,"Maren Morris","Watermelon Sugar"
"11956",2019-12-28,56,"Summer Walker","The Bones"
"11957",2019-12-28,57,"Doja Cat & Tyga","Playing Games"
"11958",2019-12-28,58,"YNW Melly & Juice WRLD","Juicy"
"11959",2019-12-28,59,"Chris Brown Featuring Gunna","Suicidal"
"11960",2019-12-28,60,"DaBaby","Heat"
"11961",2019-12-28,61,"Camila Cabello Featuring DaBaby","VIBEZ"
"11962",2019-12-28,62,"Harry Styles","My Oh My"
"11963",2019-12-28,63,"The Weeknd","Falling"
"11964",2019-12-28,64,"Harry Styles","Blinding Lights"
"11965",2019-12-28,65,"Idina Menzel & AURORA","Lights Up"
"11966",2019-12-28,66,"Dustin Lynch","Into The Unknown"
"11967",2019-12-28,67,"YoungBoy Never Broke Again","Ridin' Roads"
"11968",2019-12-28,68,"Lady Antebellum","Dirty Iyanna"
"11969",2019-12-28,69,"Roddy Ricch & Gunna","What If I Never Get Over You"
"11970",2019-12-28,70,"Rod Wave","Start Wit Me"
"11971",2019-12-28,71,"NLE Choppa","Heart On Ice"
"11972",2019-12-28,72,"Jon Pardi","Camelot"
"11973",2019-12-28,73,"Thomas Rhett","Heartache Medication"
"11974",2019-12-28,74,"Trippie Redd Featuring DaBaby","Remember You Young"
"11975",2019-12-28,75,"Ellie Goulding & Juice WRLD","Death"
"11976",2019-12-28,76,"Post Malone Featuring Ozzy Osbourne & Travis Scott","Hate Me"
"11977",2019-12-28,77,"Layton Greene, Lil Baby, City Girls & PnB Rock","Take What You Want"
"11978",2019-12-28,78,"Juice WRLD","Leave Em Alone"
"11979",2019-12-28,79,"Blake Shelton Duet With Gwen Stefani","Let Me Know (I Wonder Why Freestyle)"
"11980",2019-12-28,80,"Roddy Ricch Featuring A Boogie Wit da Hoodie","Nobody But You"
"11981",2019-12-28,81,"Sam Hunt","Tip Toe"
"11982",2019-12-28,82,"Niall Horan","Kinfolks"
"11983",2019-12-28,83,"NLE Choppa","Nice To Meet Ya"
"11984",2019-12-28,84,"Harry Styles","Famous Hoes"
"11985",2019-12-28,85,"Bad Bunny","Cherry"
"11986",2019-12-28,86,"Harry Styles","Vete"
"11987",2019-12-28,87,"Matt Stell","Golden"
"11988",2019-12-28,88,"Joji","Prayed For You"
"11989",2019-12-28,89,"Black Eyed Peas X J Balvin","Slow Dancing In The Dark"
"11990",2019-12-28,90,"Roddy Ricch Featuring Meek Mill","RITMO (Bad Boys For Life)"
"11991",2019-12-28,91,"YNW Melly & 9lokknine","Peta"
"11992",2019-12-28,92,"Russ & BIA","223's"
"11993",2019-12-28,93,"DaBaby Featuring Offset","BEST ON EARTH"
"11994",2019-12-28,94,"Doja Cat","Baby Sitter"
"11995",2019-12-28,95,"Ant Saunders","Candy"
"11996",2019-12-28,96,"Kane Brown","Yellow Hearts"
"11997",2019-12-28,97,"DaniLeigh Featuring Chris Brown","Homesick"
"11998",2019-12-28,98,"Post Malone Featuring DaBaby","Easy"
"11999",2019-12-28,99,"Harry Styles","Enemies"
"12000",2019-12-28,100,"Trippie Redd Featuring Juice WRLD & YNW Melly","She"
"12001",2020-01-04,1,"Mariah Carey","Mariah Carey Continues Celebrating 'The Emancipation of Mimi' Anniversary: 'Reliving the Splendor'"
"12002",2020-01-04,2,"Brenda Lee","All I Want For Christmas Is You"
"12003",2020-01-04,3,"Bobby Helms","Rockin' Around The Christmas Tree"
"12004",2020-01-04,4,"Burl Ives","Jingle Bell Rock"
"12005",2020-01-04,5,"Post Malone","A Holly Jolly Christmas"
"12006",2020-01-04,6,"Arizona Zervas","Circles"
"12007",2020-01-04,7,"Andy Williams","Roxanne"
"12008",2020-01-04,8,"Lewis Capaldi","It's The Most Wonderful Time Of The Year"
"12009",2020-01-04,9,"Maroon 5","Someone You Loved"
"12010",2020-01-04,10,"Lizzo","Memories"
"12011",2020-01-04,11,"Wham!","Good As Hell"
"12012",2020-01-04,12,"Jose Feliciano","Last Christmas"
"12013",2020-01-04,13,"Roddy Ricch","Feliz Navidad"
"12014",2020-01-04,14,"Tones And I","The Box"
"12015",2020-01-04,15,"Dean Martin","Dance Monkey"
"12016",2020-01-04,16,"Nat ""King"" Cole","Let It Snow! Let It Snow! Let It Snow!"
"12017",2020-01-04,17,"Dan + Shay & Justin Bieber","The Christmas Song (Merry Christmas To You)"
"12018",2020-01-04,18,"Selena Gomez","10,000 Hours"
"12019",2020-01-04,19,"Mustard & Roddy Ricch","Lose You To Love Me"
"12020",2020-01-04,20,"DaBaby","Ballin'"
"12021",2020-01-04,21,"The Ronettes","BOP"
"12022",2020-01-04,22,"Gene Autry & The Pinafores","Sleigh Ride"
"12023",2020-01-04,23,"Billie Eilish","Rudolph The Red-Nosed Reindeer"
"12024",2020-01-04,24,"Andy Williams","Bad Guy"
"12025",2020-01-04,25,"Chris Brown Featuring Drake","Happy Holiday / The Holiday Season"
"12026",2020-01-04,26,"Shawn Mendes & Camila Cabello","No Guidance"
"12027",2020-01-04,27,"Juice WRLD & YoungBoy Never Broke Again","Senorita"
"12028",2020-01-04,28,"Perry Como And The Fontane Sisters With Mitchell Ayres And His Orchestra","Bandit"
"12029",2020-01-04,29,"Darlene Love","It's Beginning To Look A Lot Like Christmas"
"12030",2020-01-04,30,"Lil Nas X","Christmas (Baby Please Come Home)"
"12031",2020-01-04,31,"Kelly Clarkson","Panini"
"12032",2020-01-04,32,"Gene Autry","Underneath The Tree"
"12033",2020-01-04,33,"Young Thug Featuring Gunna","Here Comes Santa Claus (Right Down Santa Claus Lane)"
"12034",2020-01-04,34,"Lil Nas X Featuring Billy Ray Cyrus","Hot"
"12035",2020-01-04,35,"Lizzo","Old Town Road"
"12036",2020-01-04,36,"Chuck Berry","Truth Hurts"
"12037",2020-01-04,37,"Perry Como With Mitchell Ayers And His Orchestra","Run Rudolph Run"
"12038",2020-01-04,38,"Travis Scott","(There's No Place Like) Home For The Holidays (1959)"
"12039",2020-01-04,39,"The Weeknd","HIGHEST IN THE ROOM"
"12040",2020-01-04,40,"Elvis Presley","Heartless"
"12041",2020-01-04,41,"Billie Eilish","Blue Christmas"
"12042",2020-01-04,42,"Bing Crosby With Ken Darby Singers & John Scott Trotter & His Orchestra","Everything I Wanted"
"12043",2020-01-04,43,"Frank Sinatra With The Orchestra & Chorus Of Gordon Jenkins","White Christmas (1947)"
"12044",2020-01-04,44,"Jonas Brothers","Jingle Bells"
"12045",2020-01-04,45,"Dean Martin","Like It's Christmas"
"12046",2020-01-04,46,"SHAED","Baby It's Cold Outside"
"12047",2020-01-04,47,"Lil Baby","Trampoline"
"12048",2020-01-04,48,"Lil Uzi Vert","Woah"
"12049",2020-01-04,49,"Thurl Ravenscroft","Futsal Shuffle 2020"
"12050",2020-01-04,50,"Lil Tecca","You're A Mean One, Mr. Grinch"
"12051",2020-01-04,51,"Trevor Daniel","Ran$om"
"12052",2020-01-04,52,"Dua Lipa","Falling"
"12053",2020-01-04,53,"Harry Styles","Don't Start Now"
"12054",2020-01-04,54,"Old Dominion","Adore You"
"12055",2020-01-04,55,"blackbear","One Man Band"
"12056",2020-01-04,56,"YNW Melly & Juice WRLD","Hot Girl Bummer"
"12057",2020-01-04,57,"Taylor Swift","Suicidal"
"12058",2020-01-04,58,"Wale Featuring Jeremih","Lover"
"12059",2020-01-04,59,"Luke Combs","On Chill"
"12060",2020-01-04,60,"Don Toliver","Even Though I'm Leaving"
"12061",2020-01-04,61,"Halsey","No Idea"
"12062",2020-01-04,62,"Camila Cabello Featuring DaBaby","Graveyard"
"12063",2020-01-04,63,"Doja Cat & Tyga","My Oh My"
"12064",2020-01-04,64,"Maren Morris","Juicy"
"12065",2020-01-04,65,"Summer Walker","The Bones"
"12066",2020-01-04,66,"Chris Brown Featuring Gunna","Playing Games"
"12067",2020-01-04,67,"Idina Menzel & AURORA","Heat"
"12068",2020-01-04,68,"DaBaby","Into The Unknown"
"12069",2020-01-04,69,"John Legend","VIBEZ"
"12070",2020-01-04,70,"Rod Wave","Happy Xmas (War Is Over)"
"12071",2020-01-04,71,"Lady Antebellum","Heart On Ice"
"12072",2020-01-04,72,"The Weeknd","What If I Never Get Over You"
"12073",2020-01-04,73,"Dustin Lynch","Blinding Lights"
"12074",2020-01-04,74,"NLE Choppa","Ridin' Roads"
"12075",2020-01-04,75,"Jon Pardi","Camelot"
"12076",2020-01-04,76,"Roddy Ricch & Gunna","Heartache Medication"
"12077",2020-01-04,77,"Post Malone Featuring Ozzy Osbourne & Travis Scott","Start Wit Me"
"12078",2020-01-04,78,"Layton Greene, Lil Baby, City Girls & PnB Rock","Take What You Want"
"12079",2020-01-04,79,"Ellie Goulding & Juice WRLD","Leave Em Alone"
"12080",2020-01-04,80,"Sam Hunt","Hate Me"
"12081",2020-01-04,81,"Juice WRLD","Kinfolks"
"12082",2020-01-04,82,"Thomas Rhett","Let Me Know (I Wonder Why Freestyle)"
"12083",2020-01-04,83,"Trippie Redd Featuring DaBaby","Remember You Young"
"12084",2020-01-04,84,"YNW Melly & 9lokknine","Death"
"12085",2020-01-04,85,"H.E.R. Featuring YG","223's"
"12086",2020-01-04,86,"Black Eyed Peas X J Balvin","Slide"
"12087",2020-01-04,87,"Harry Styles","RITMO (Bad Boys For Life)"
